facility_id,category_name,manufacturername,facility_name,jpin,title,pvname,vendor_lead_time,inv_norm,safety_stock,vendor_id,vendor_name,current_vendor_mov,minimum_order_criteria,max_allocated_space,case_size,cases_allocated,space_value,current_inventory,inventory_breakup,max_drr,deadweight,earliest_promise_date,open_po_details,orderedquantity,open_po_value,open_po_cases,final_suggestion,final_days_of_inventory,final_cases_suggestion,final_value,final_tonnage,mov_check,mrp,cp,sales_band
FC-001,Health Care,Dabur India Limited,FC-Alpha,SKU-00750,"Hajmola Regular Digestive Tablets, 66g Glass Bottle (120Pcs x 0.55g)",Digestives,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,144,72,2,8104,46,"{""sellable"": 46.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",5,0.156,19/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-19"", ""orderedquantity"": 72.0, ""order_item_amount"": 4052.16, ""open_po_cases"": 1.0, ""mrp"": 65.0, ""price_per_unit"": 56.28, ""order_id"": ""PO-00053"", ""po_raising_drr"": 4.0, ""po_raising_total_space"": 144.0, ""po_raising_final_available_space"": 82.0, ""order_date"": ""2026-03-14""}}",72,4052,1,0,0,0,0,0,,57.28,56.49,Band C
FC-001,Health Care,Dabur India Limited,FC-Alpha,SKU-00752,"Hajmola Imli Digestive Tablets, 66g Bottle (120Pcs x 0.55g)",Digestives,5,14,4,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,72,72,1,4052,64,"{""sellable"": 52.0, ""contingency"": 12.0, ""pending_putaway"": null, ""under_transfer"": 12.0}",0,0.16,,,0,0,0,0,0,0,0,0,,70.85,52.79,Band C
FC-001,Health Care,Dabur India Limited,FC-Alpha,SKU-00849,"Hajmola Anardana Digestive Tablets, 66g Bottle (120Pcs x 0.55g)",Digestives,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,144,72,2,8104,96,"{""sellable"": 96.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",4,0.154,,,0,0,0,0,0,0,0,0,,73.11,63.57,Band C
FC-001,Health Care,Dabur India Limited,FC-Alpha,SKU-00868,"Hajmola Pudina Digestive Tablets, 44g Pack (20Pcs x 2.2g)",Digestives,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,100,100,1,1556,100,"{""sellable"": 100.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.044,,,0,0,0,0,0,0,0,0,,20.92,15.08,
FC-001,Health Care,Dabur India Limited,FC-Alpha,SKU-00899,"Hajmola Imli Digestive Tablets, 40g Pack (20Pcs x 2g)",Digestives,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,100,100,1,1556,100,"{""sellable"": 100.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.04,,,0,0,0,0,0,0,0,0,,18.43,13.63,
FC-001,Home Care,Dabur India Limited,FC-Alpha,SKU-00727,"Dabur Odomos Non-Sticky Mosquito Repellent Cream, Vitamin E & Almond Oil, 100g Box",Repellents,5,13,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,36,36,1,3806,19,"{""sellable"": 19.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.121,,,0,0,0,0,0,0,0,0,,133.31,115.92,Band C
FC-001,Baby Care,Procter & Gamble,FC-Alpha,SKU-00067,"Pampers Complete Skin Comfort Pants, Large (9-14 Kg), 4Pcs Pack",Baby Diapers and Pants,2,30,4,VND-057,P&G (Kalawati Enterprises Pvt Limited- Bihar),120000,VALUE,216,72,3,11621,144,"{""sellable"": 144.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.063,,,0,0,0,0,0,0,0,0,,63.07,46.21,
FC-001,Baby Care,Procter & Gamble,FC-Alpha,SKU-00068,"Pampers Complete Skin Comfort Pants, Medium (7-12 Kg), 4Pcs Pack",Baby Diapers and Pants,2,30,4,VND-057,P&G (Kalawati Enterprises Pvt Limited- Bihar),120000,VALUE,216,72,3,9366,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0,16/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 72.0, ""order_item_amount"": 3121.92, ""open_po_cases"": 1.0, ""mrp"": 54.0, ""price_per_unit"": 43.36, ""order_id"": ""PO-00026"", ""po_raising_drr"": 0.0, ""po_raising_total_space"": 216.0, ""po_raising_final_available_space"": 216.0, ""order_date"": ""2026-03-12""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 72.0, ""order_item_amount"": 3121.92, ""open_po_cases"": 1.0, ""mrp"": 54.0, ""price_per_unit"": 43.36, ""order_id"": ""PO-00025"", ""po_raising_drr"": 0.0, ""po_raising_total_space"": 216.0, ""po_raising_final_available_space"": 144.0, ""order_date"": ""2026-03-12""}}",144,6244,2,0,0,0,0,0,,54.4,40.86,
FC-001,Baby Care,Procter & Gamble,FC-Alpha,SKU-00069,"Pampers Complete Skin Comfort Pants, Small (4-8 Kg), 4Pcs Pack",Baby Diapers and Pants,2,30,4,VND-057,P&G (Kalawati Enterprises Pvt Limited- Bihar),120000,VALUE,288,72,4,9944,144,"{""sellable"": 144.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.063,,,0,0,0,0,0,0,0,0,,42.12,36.65,
FC-001,Baby Care,Procter & Gamble,FC-Alpha,SKU-00803,"Pampers Happy Skin Pants, Large (9-14 Kg), 2Pcs Pack",Baby Diapers and Pants,2,27,4,VND-057,P&G (Kalawati Enterprises Pvt Limited- Bihar),120000,VALUE,576,192,3,13876,602,"{""sellable"": 504.0, ""contingency"": 90.0, ""pending_putaway"": 8.0, ""under_transfer"": 64.0}",44,0.037,,,0,0,0,0,0,0,0,0,,28.12,21.94,Band A
FC-001,Baby Care,Procter & Gamble,FC-Alpha,SKU-00804,"Pampers Happy Skin Pants, New Baby (Up to 5Kg), 2Pcs Pack",Baby Diapers and Pants,2,27,4,VND-057,P&G (Kalawati Enterprises Pvt Limited- Bihar),120000,VALUE,576,192,3,8326,592,"{""sellable"": 536.0, ""contingency"": 56.0, ""pending_putaway"": null, ""under_transfer"": 16.0}",22,0.03,,,0,0,0,0,0,0,0,0,,18.6,15.2,Band A
FC-001,Baby Care,Procter & Gamble,FC-Alpha,SKU-00805,"Pampers Happy Skin Pants, Medium (7-12 Kg), 2Pcs Pack",Baby Diapers and Pants,2,27,4,VND-057,P&G (Kalawati Enterprises Pvt Limited- Bihar),120000,VALUE,960,192,5,17730,288,"{""sellable"": 288.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",92,0.037,16/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 192.0, ""order_item_amount"": 3546.24, ""open_po_cases"": 1.0, ""mrp"": 23.0, ""price_per_unit"": 18.47, ""order_id"": ""PO-00026"", ""po_raising_drr"": 52.0, ""po_raising_total_space"": 960.0, ""po_raising_final_available_space"": 324.0, ""order_date"": ""2026-03-12""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 192.0, ""order_item_amount"": 3546.24, ""open_po_cases"": 1.0, ""mrp"": 23.0, ""price_per_unit"": 18.47, ""order_id"": ""PO-00025"", ""po_raising_drr"": 52.0, ""po_raising_total_space"": 960.0, ""po_raising_final_available_space"": 132.0, ""order_date"": ""2026-03-12""}}",384,7092,2,0,0,0,0,0,,24.23,21.07,Band A
FC-001,Baby Care,Procter & Gamble,FC-Alpha,SKU-00806,"Pampers Happy Skin Pants, Small (4-8 Kg), 2Pcs Pack",Baby Diapers and Pants,2,27,4,VND-057,P&G (Kalawati Enterprises Pvt Limited- Bihar),120000,VALUE,1152,192,6,16651,1003,"{""sellable"": 995.0, ""contingency"": 8.0, ""pending_putaway"": null, ""under_transfer"": 8.0}",120,0.035,,"{""open_po_1"": {""promise_date"": null, ""orderedquantity"": 192.0, ""order_item_amount"": 2774.4, ""open_po_cases"": 1.0, ""mrp"": 18.0, ""price_per_unit"": 14.450000000000001, ""order_id"": ""PO-00048"", ""po_raising_drr"": 120.0, ""po_raising_total_space"": 1152.0, ""po_raising_final_available_space"": 309.0, ""order_date"": ""2026-03-16""}}",192,2774,1,0,0,0,0,0,,16.88,12.69,Band A
FC-001,Baby Care,Unicharm India Pvt Ltd,FC-Alpha,SKU-00247,"MamyPoko Pants Extra Absorb Diapers, Small (4-8 Kg), 2Pcs Pack",Baby Diapers and Pants,4,23,13,VND-047,Three Brothers - Region Epsilon,10000,VALUE,120,120,1,2015,5,"{""sellable"": 5.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.051,,,0,0,0,0,0,0,0,0,,22.08,17.66,
FC-001,Home Care,Dabur India Limited,FC-Alpha,SKU-00732,"Odonil Room Spray, Rose Garden, 126g / 220ml Bottle",Home Fresheners,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,48,24,2,6568,23,"{""sellable"": 23.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",1,0.2024,19/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-19"", ""orderedquantity"": 24.0, ""order_item_amount"": 3284.16, ""open_po_cases"": 1.0, ""mrp"": 169.0, ""price_per_unit"": 136.84, ""order_id"": ""PO-00053"", ""po_raising_drr"": 1.0, ""po_raising_total_space"": 48.0, ""po_raising_final_available_space"": 32.0, ""order_date"": ""2026-03-14""}}",24,3284,1,0,0,0,0,0,,156.8,116.38,Band C
FC-001,Baby Care,Unicharm India Pvt Ltd,FC-Alpha,SKU-00390,"MamyPoko Pants Standard Diapers, Small (4-8 Kg), 4Pcs Pack",Baby Diapers and Pants,4,13,4,VND-047,Three Brothers - Region Epsilon,10000,VALUE,48,48,1,1350,6,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": 6.0, ""under_transfer"": null}",0,0.11,,,0,0,0,0,0,0,0,0,,41.25,31.23,
FC-001,Home Care,Dabur India Limited,FC-Alpha,SKU-00751,"Dabur Odomos Non-Sticky Mosquito Repellent Cream, Vitamin E & Almond Oil, 50g Box",Repellents,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,144,72,2,8247,56,"{""sellable"": 56.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",2,0.065,,,0,0,0,0,0,0,0,0,,62.65,59.61,Band C
FC-001,Baby Care,Unicharm India Pvt Ltd,FC-Alpha,SKU-00722,"MamyPoko Pants Standard Diapers, Small (4-8 Kg), 1Pc Pack",Baby Diapers and Pants,4,14,4,VND-047,Three Brothers - Region Epsilon,10000,VALUE,5520,240,23,38640,85,"{""sellable"": 5.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.02,,,0,0,0,0,0,0,0,0,,10.04,7.4,Band C
FC-001,Home Care,Dabur India Limited,FC-Alpha,SKU-00755,"Odonil Room Freshener, Jasmine Fresh, 220ml Bottle",Home Fresheners,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,48,24,2,6568,33,"{""sellable"": 33.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",1,0.228,,,0,0,0,0,0,0,0,0,,173.58,118.41,Band C
FC-001,Baby Care,Unicharm India Pvt Ltd,FC-Alpha,SKU-00723,"MamyPoko Pants Standard Diapers, Large (9-14 Kg), 1Pc Pack",Baby Diapers and Pants,4,13,4,VND-047,Three Brothers - Region Epsilon,10000,VALUE,480,240,2,4368,128,"{""sellable"": 10.0, ""contingency"": null, ""pending_putaway"": 58.0, ""under_transfer"": null}",0,0.035,,,0,0,0,0,0,0,0,0,,11.23,10.31,
FC-001,Home Care,Dabur India Limited,FC-Alpha,SKU-00756,"Odonil Air Freshener, Assorted, 192g Box",Home Fresheners,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,48,48,1,8966,42,"{""sellable"": 42.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",1,0.192,,,0,0,0,0,0,0,0,0,,197.25,173.2,Band C
FC-001,Baby Care,Unicharm India Pvt Ltd,FC-Alpha,SKU-00724,"MamyPoko Pants Standard Diapers, Medium (7-12Kg), 1Pc Pack",Baby Diapers and Pants,4,14,4,VND-047,Three Brothers - Region Epsilon,10000,VALUE,480,240,2,4032,150,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.028,,,0,0,0,0,0,0,0,0,,10.81,8.39,Band C
FC-001,Home Care,Dabur India Limited,FC-Alpha,SKU-00757,"Odonil Room Air Freshener Spray, Lavender Mist, 220ml Bottle",Home Fresheners,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,48,24,2,6568,14,"{""sellable"": 14.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",1,0.22,19/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-19"", ""orderedquantity"": 24.0, ""order_item_amount"": 3284.16, ""open_po_cases"": 1.0, ""mrp"": 169.0, ""price_per_unit"": 136.84, ""order_id"": ""PO-00053"", ""po_raising_drr"": 1.0, ""po_raising_total_space"": 48.0, ""po_raising_final_available_space"": 38.0, ""order_date"": ""2026-03-14""}}",24,3284,1,0,0,0,0,0,,175.29,118.76,Band C
FC-001,Baby Care,Unicharm India Pvt Ltd,FC-Alpha,SKU-00993,"MamyPoko Pants Standard Baby Diaper, Newborn (Upto 5Kg), 1Pc Pack",Baby Diapers and Pants,4,13,4,VND-047,Three Brothers - Region Epsilon,10000,VALUE,240,240,1,1344,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.015,,,0,0,0,0,0,0,0,0,,9.08,6.22,
FC-001,Home Care,Dabur India Limited,FC-Alpha,SKU-00945,"Odonil Air Freshener, Assorted, 288g Box (4Pcs X 72g)",Home Fresheners,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,32,32,1,8740,30,"{""sellable"": 30.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.288,,,0,0,0,0,0,0,0,0,,301.58,281.63,Band C
FC-001,Beverages,Cipla Health Limited,FC-Alpha,SKU-00939,"Cipla Prolyte ORS, Mixed Fruit, 200ml Tetra Pak",Energy Drinks,1,7,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,300,60,5,4800,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",4,0.2,,,0,0,0,0,0,0,0,0,,34.41,13.75,Band C
FC-001,Beverages,Cipla Health Limited,FC-Alpha,SKU-00940,"Cipla Prolyte ORS, Nimbu Paani, 200ml Tetra Pak",Energy Drinks,1,7,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,300,60,5,4800,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",6,0.212,,,0,0,0,0,0,0,0,0,,29.65,18.07,Band C
FC-001,Beverages,Cipla Health Limited,FC-Alpha,SKU-00941,"Cipla Prolyte ORS, Orange, 200ml Tetra Pak",Energy Drinks,1,7,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,360,60,6,5760,3,"{""sellable"": 3.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",52,0.21,,,0,0,0,0,0,0,0,0,,28.17,16.91,Band B
FC-001,Beverages,Cipla Health Limited,FC-Alpha,SKU-00942,"Cipla Prolyte ORS, Apple, 200ml Tetra Pak",Energy Drinks,1,30,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,480,60,8,7680,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",50,0.21,,,0,0,0,0,0,0,0,0,,33.24,16.85,Band A
FC-001,Packaged Foods,Dabur India Limited,FC-Alpha,SKU-00396,"Dabur Honey Squeezy, 225g Bottle",Honey,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,48,24,2,10348,41,"{""sellable"": 39.0, ""contingency"": null, ""pending_putaway"": 2.0, ""under_transfer"": null}",0,0.252,,,0,0,0,0,0,0,0,0,,246.56,196.21,Band C
FC-001,Packaged Foods,Dabur India Limited,FC-Alpha,SKU-00779,"Dabur Honey, 250g Glass Bottle",Honey,5,14,4,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,72,36,2,7792,18,"{""sellable"": 18.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",2,0.25,21/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-21"", ""orderedquantity"": 36.0, ""order_item_amount"": 3896.28, ""open_po_cases"": 1.0, ""mrp"": 125.0, ""price_per_unit"": 108.23, ""order_id"": ""PO-00036"", ""po_raising_drr"": 2.0, ""po_raising_total_space"": 72.0, ""po_raising_final_available_space"": 62.0, ""order_date"": ""2026-03-16""}}",36,3896,1,0,0,0,0,0,,129.25,95.54,Band C
FC-001,Personal Care,Dabur India Limited,FC-Alpha,SKU-00044,"Dabur Anmol Gold Pure Coconut Oil, 20ml Bottle",Hair Oil,5,16,5,VND-054,DABUR INDIA LIMITED - Region Epsilon,30000,VALUE,672,336,2,5623,401,"{""sellable"": 401.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",32,0.0184,19/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-19"", ""orderedquantity"": 336.0, ""order_item_amount"": 2812.32, ""open_po_cases"": 1.0, ""mrp"": 10.0, ""price_per_unit"": 8.370000000000001, ""order_id"": ""PO-00053"", ""po_raising_drr"": 34.0, ""po_raising_total_space"": 672.0, ""po_raising_final_available_space"": 341.0, ""order_date"": ""2026-03-14""}}",336,2812,1,0,0,0,0,0,,10.58,7.53,Band B
